des,year,month,day_of_year,days_from_now,dist_km,diameter_km,v_rel,h,threat_score,kinetic_energy_megatons,india_visible,best_observatory,threat_category
2021 HL,2021,4,107,-1803.3486018332294,1801348.9438336075,1.0227385369094841e-05,5.44080611917315,27.6,3.0890861590031365e-11,2.97226963797064e-12,1,0,watch
2021 GU5,2021,4,107,-1803.3111018332295,2005296.9763286281,2.279106504162382e-05,8.30716863535143,25.86,9.441455450985757e-11,7.667746704923734e-11,1,0,watch
2021 GO10,2021,4,107,-1803.304157388785,3872916.784299192,1.1796810972974223e-05,8.36681937501281,27.29,2.5485129712102664e-11,1.0786548273791341e-11,0,2,watch
2021 GX9,2021,4,108,-1802.8645740554516,2347288.75406993,2.869225094275389e-05,16.3242982464128,25.36,1.995412200302645e-10,5.907867494779855e-10,0,2,watch
2021 GD13,2021,4,108,-1802.8395740554515,488696.6865918591,7.075621949863019e-06,17.4469753257113,28.4,2.5260699521873496e-10,1.0120500678438416e-11,0,2,watch
2021 GX3,2021,4,108,-1802.7583240554516,3568177.658959613,1.293494601588891e-05,6.5838731684112,27.09,2.3867097479022207e-11,8.804903826948186e-12,0,2,watch
2021 HM,2021,4,108,-1802.7548518332294,659937.3656463717,2.6900764377109344e-05,6.64290425170246,25.5,2.707820641125842e-10,8.062647820105902e-11,0,2,watch
2021 JL,2021,4,108,-1802.4534629443406,3670020.5284668584,2.126985946983937e-05,6.26011613286812,26.01,3.628093886074338e-11,3.539374230494122e-11,0,2,watch
2021 HN,2021,4,109,-1801.811796277674,254132.16725620517,1.4117721831528303e-05,18.1227853029106,26.9,1.0067692117899494e-09,8.67384377008715e-11,1,2,watch
2021 HZ2,2021,4,109,-1801.7423518332293,2282103.9665018637,2.464703152225154e-05,12.2750300559159,25.69,1.3257198496022036e-10,2.1174191325390182e-10,1,2,watch
2021 GM3,2021,4,109,-1801.5611018332295,805154.8330555904,8.012436866142371e-06,5.17242330009248,28.13,5.147297567559079e-11,1.2916647966714722e-12,1,2,watch
2021 GL3,2021,4,109,-1801.5173518332294,3167309.7736972766,2.3646377607441203e-05,10.8821528847101,25.78,8.124355199819331e-11,1.469573631104745e-10,1,2,watch
2021 GA10,2021,4,109,-1801.5117962776737,558410.7821723887,9.812159981866408e-06,11.2475048881329,27.69,1.9763643697895888e-10,1.121693196566982e-11,1,2,watch
2021 HO2,2021,4,109,-1801.4361018332295,2247874.192620429,8.907680276931144e-06,6.5863553997599,27.9,2.6099836140254552e-11,2.877743142310081e-12,1,4,watch
2021 GX7,2021,4,110,-1800.8986018332293,2483120.2251305804,1.51972364473427e-05,11.0343710853977,26.74,6.753275364413413e-11,4.01103890954228e-11,0,0,watch
2021 HD,2021,4,110,-1800.8187407221183,4035505.0455375584,1.8869683703870573e-05,11.2907472793297,26.27,5.2794588914436236e-11,8.039093466037676e-11,0,0,watch
2019 HQ,2021,4,110,-1800.7937407221184,5624823.155929769,1.9044282737485533e-05,8.79847184240153,26.25,2.9789485069918186e-11,5.0185262671056374e-11,0,0,monitor
2021 GJ3,2021,4,111,-1800.0381851665627,1476686.5376016547,6.162609094624733e-05,13.4635000592464,23.7,5.618679780567908e-10,3.981783638993797e-09,0,0,watch
2021 HD2,2021,4,111,-1799.9312407221182,3324569.3485548133,1.293494601588891e-05,7.65842473850243,27.09,2.9796734606345004e-11,1.1913533823186338e-11,0,0,watch
2021 GD3,2021,4,111,-1799.6736018332294,4136962.319343371,1.3860044368231238e-05,3.52842212582515,26.94,1.1821255171970612e-11,3.111163092093137e-12,0,0,watch
2021 HN2,2021,4,111,-1799.6611018332294,502071.9505484397,6.757166503609713e-06,21.91981713588,28.5,2.9500921920458564e-10,1.3913473273340842e-11,0,0,watch
2021 GZ9,2021,4,112,-1798.8611018332294,6131197.44475644,1.7448762063760924e-05,3.1871739590413,26.44,9.070371745194341e-12,5.0649275939508e-12,0,0,monitor
2021 GO16,2021,4,112,-1798.8548518332293,6611747.968779067,4.783707540612207e-05,12.5953391896719,24.25,9.112933424370711e-11,1.6299768618628877e-09,0,0,monitor
2021 HY9,2021,4,112,-1798.7048518332294,1885361.3697107234,8.123900966078055e-06,10.1020353169477,28.1,4.352902090239496e-11,5.135461403504335e-12,0,0,watch
2020 HO5,2021,4,112,-1798.4395740554517,6333637.566524047,6.757166503609713e-06,3.34215863081041,28.5,3.5656480360078812e-12,3.2345645539892737e-13,1,0,monitor
2021 HB3,2021,4,112,-1798.3319351665627,4640222.816266879,3.713339185195154e-05,9.69608697956981,24.8,7.759295436865138e-11,4.5180882546518834e-10,1,0,watch
2021 JG,2021,4,112,-1798.2534629443405,3101233.9192471798,2.0126331447390137e-05,9.5644736451337,26.13,6.207134699098e-11,6.999771355221563e-11,1,0,watch
2021 HG2,2021,4,113,-1797.7381851665627,3073685.2906953976,3.219323505323276e-05,7.70626564789071,25.11,8.071406078436557e-11,1.859728969176139e-10,0,2,watch
2021 HE41,2021,4,113,-1797.596518499896,375724.3862206092,6.022330985468081e-06,9.48175243590839,28.75,1.5197909314776435e-10,1.843057685785001e-12,0,2,watch
2021 GP4,2021,4,113,-1797.4111018332294,6909592.506819219,3.386605587103022e-05,8.94234656739246,25.0,4.382921397615667e-11,2.9151754580629515e-10,0,2,monitor
2021 HP2,2021,4,113,-1797.3812407221183,2281546.4549702713,1.1060241771146969e-05,10.2337893550926,27.43,4.9610291412536346e-11,1.329947972234162e-11,0,2,watch
2019 PS1,2021,4,113,-1797.276379611007,5564640.561113566,1.4783069563234703e-05,9.97826608890902,26.8,2.6508343188169754e-11,3.019060851342074e-11,0,2,monitor
2021 HW1,2021,4,113,-1797.2076296110072,6725079.3816866465,3.2791751978824815e-05,13.860026854959,25.07,6.758203691770846e-11,6.357550931885117e-10,0,2,monitor
869522,2021,4,114,-1797.065268499896,5073284.83530147,0.00014851305112009545,15.2586838782479,21.79,4.466758268858262e-10,7.158068594210152e-08,0,2,monitor
2021 JJ4,2021,4,114,-1796.991657388785,3417281.932380497,2.0126331447390137e-05,8.64417448823902,26.13,5.09104967871879e-11,5.7175339781576595e-11,0,2,watch
2021 HG1,2021,4,114,-1796.785407388785,2453588.46856728,1.3175424616729354e-05,10.3146004659585,27.05,5.538795223074761e-11,2.2838444707297942e-11,1,2,watch
2021 FK3,2021,4,114,-1796.4006851665627,6044680.1410580715,0.00011265867017886716,14.0455082168898,22.39,2.6177535300059397e-10,2.647503975347619e-08,0,4,monitor
2021 GF8,2021,4,116,-1795.1312407221183,2097286.675227268,2.3975331487613505e-05,7.05363962348653,25.75,8.063435016528166e-11,6.435588092033021e-11,0,0,watch
2021 HM2,2021,4,116,-1794.7798518332295,1923057.7204900947,5.392182970865682e-05,15.6386607138846,23.99,4.3850228253712487e-10,3.5988257541563716e-09,1,2,watch
2015 HA177,2021,4,116,-1794.6986018332293,7386020.872021369,9.767077201869688e-06,8.7546805758547,27.7,1.1576956326509883e-11,6.702584757794583e-12,1,2,monitor
2021 JK,2021,4,116,-1794.5992962776738,6970192.953339098,2.2169945246159788e-05,10.2155164568418,25.92,3.249227704678277e-11,1.0672898029137346e-10,1,2,monitor
2021 JF,2021,4,116,-1794.2298518332293,4179624.8969239322,1.8696685403817417e-05,5.93722227076808,26.29,2.6558932848444448e-11,2.1623615992991682e-11,0,3,watch
2019 HF4,2021,4,116,-1794.2076296110072,2975781.301009912,1.0227385369094841e-05,6.76117968211465,27.6,2.3237322626905756e-11,4.589936317324845e-12,0,3,watch
2021 GG11,2021,4,117,-1793.9020740554515,1828980.4294598463,8.012436866142369e-05,14.7694941008857,23.13,6.470251792861344e-10,1.053156576217977e-08,0,0,watch
2021 HF2,2021,4,117,-1793.8555462776737,7281589.675569851,3.5136995297874286e-05,17.7513465310903,24.92,8.565835310474897e-11,1.2829930648111772e-09,0,0,monitor
2021 JB,2021,4,118,-1793.0020740554517,2225365.570216232,1.555122555859944e-05,8.14585332796622,26.69,5.6924580916456655e-11,2.342258785718324e-11,0,0,watch
2021 GT9,2021,4,118,-1792.995129611007,4188141.9985370953,1.6434807460058844e-05,5.88254564030685,26.57,2.3083865114225146e-11,1.4417578188851208e-11,0,0,watch
2021 JH,2021,4,118,-1792.8437407221184,880770.0329088419,1.0322018200777433e-05,13.0034091334217,27.58,1.523909996166116e-10,1.7453243949632495e-11,0,0,watch
2021 HQ1,2021,4,118,-1792.3937407221183,6948747.449126153,1.818714882039468e-05,4.54550852641965,26.35,1.1897085142267378e-11,1.1666125875364857e-11,1,0,monitor
2021 HH,2021,4,119,-1792.1298518332294,5494210.7096404,3.249111538962028e-05,16.4886527755999,25.09,9.750895046878594e-11,8.752498594727124e-10,1,0,monitor
2021 JB3,2021,4,119,-1791.7006851665628,4125369.9675943814,2.0126331447390137e-05,7.43494128445629,26.13,3.627264797055523e-11,4.229770372585376e-11,0,0,watch
2021 HU,2021,4,119,-1791.686796277674,3732240.7268517897,2.9632249418097304e-05,10.8659153120957,25.29,8.627029611660109e-11,2.8833299046334947e-10,1,0,watch
2021 EZ4,2021,4,119,-1791.5694351665627,5696579.145540693,1.9850187827575187e-05,2.46622224331569,26.16,8.593749600175827e-12,4.465047932466509e-12,0,2,monitor
2021 HA,2021,4,120,-1790.7611018332293,2976353.6501474306,2.5927737464327785e-05,5.94752167225276,25.58,5.1810301666917476e-11,5.786737351801011e-11,0,2,watch
2021 HB1,2021,4,120,-1790.1715184998961,4676130.427653989,3.386605587103022e-05,10.7302359102363,25.0,7.771185480549356e-11,4.1973989074438636e-10,0,2,watch
2021 HA3,2021,4,120,-1790.159018499896,2998974.369499262,7.207167583257151e-05,13.7356534024521,23.36,3.300967055398268e-10,6.629188246619747e-09,0,2,watch
2019 VT3,2021,5,121,-1789.9361018332295,4623948.854933649,7.758265192176931e-06,5.93671785390717,28.2,9.960886879749937e-12,1.5447369081632808e-12,0,2,watch
2021 JP2,2021,5,121,-1789.8555462776737,2186473.5360135008,2.9091399913272158e-05,20.192452798728,25.33,2.686639970354714e-10,9.421929652257598e-10,0,2,watch
2021 JM1,2021,5,121,-1789.8437407221184,1934336.9789037562,1.1742609549970486e-05,8.51900246109109,27.3,5.171555977414192e-11,1.1029077589762904e-11,1,2,watch
2021 JY1,2021,5,121,-1789.835407388785,7476593.736537008,2.9632249418097304e-05,10.8645407806854,25.29,4.3059820229776884e-11,2.8826004719564556e-10,1,2,monitor
2021 HH1,2021,5,121,-1789.186796277674,6223406.794050556,7.141091873686783e-05,15.164088881731,23.38,1.7400140384317237e-10,7.859489664870481e-09,0,2,monitor
2021 JH5,2021,5,122,-1789.093046277674,2628341.2091227933,2.408599658961537e-05,14.861102250559,25.74,1.3618644979673435e-10,2.8964347495071706e-10,0,2,watch
2021 JX,2021,5,122,-1789.0409629443404,1760686.7013736784,1.1475315123382303e-05,7.12013550962604,27.35,4.640564311095019e-11,7.190154507005576e-12,0,2,watch
2021 JO1,2021,5,122,-1788.620129611007,5247936.641305236,2.7654424211728428e-05,11.1069135917419,25.44,5.852877447709599e-11,2.448772790719617e-10,1,4,monitor
2021 JA3,2021,5,122,-1788.5999907221183,2711961.1237804857,3.4337179637632074e-05,6.85996994764299,24.97,8.685670983093382e-11,1.7881589916649721e-10,1,4,watch
2021 JW,2021,5,122,-1788.5423518332293,259327.02509224394,1.0227385369094841e-05,19.2840120380457,27.6,7.605262988121019e-10,3.733846779169823e-11,1,4,watch
2021 JW2,2021,5,123,-1787.7513796110072,3496129.004043786,1.008706038118304e-05,4.34512068720178,27.63,1.253657822255319e-11,1.8187181121203613e-12,1,2,watch
2023 HJ1,2021,5,123,-1787.4458240554516,2403650.3588262377,1.7448762063760924e-05,5.14672731936992,26.44,3.736151561019771e-11,1.320760351824311e-11,1,3,watch
2021 JF2,2021,5,123,-1787.2562407221183,4272871.166981757,1.835543243648952e-05,8.8192395695779,26.33,3.788575637653744e-11,4.5146489368116604e-11,0,0,watch
2021 HT1,2021,5,123,-1787.196518499896,5145479.5881629195,1.9309215100725088e-05,11.2651766599193,26.22,4.227433333414716e-11,8.575070869086034e-11,0,0,monitor
2021 AF8,2021,5,124,-1786.6305462776738,3360321.5330145163,0.00030603043564906543,9.4064936864584,20.22,8.566660459466847e-10,2.3802207738061436e-07,1,0,watch
2021 KM,2021,5,124,-1786.6055462776737,5263860.319563598,2.5927737464327785e-05,8.96885280427401,25.58,4.417709565756401e-11,1.3159382104063963e-10,1,0,monitor
2021 HC3,2021,5,124,-1786.3867962776737,7119696.447168012,0.00016434807460058846,25.2922712486648,21.57,5.838361386386492e-10,2.665246404564711e-07,1,0,monitor
2021 JV,2021,5,124,-1786.245129611007,140017.1352256351,1.095884086508977e-05,10.1939743149919,27.45,7.978605055787165e-10,1.2836563531111725e-11,1,0,watch
2021 KY,2021,5,125,-1785.9576296110072,5199514.528344927,3.204532057405898e-05,8.63776287773455,25.12,5.323571632519678e-11,2.3044339243138625e-10,0,0,monitor
2024 JZ64,2021,5,125,-1785.852768499896,3513534.0161004197,2.3755524327320923e-05,11.9812429225445,25.77,8.100695949257968e-11,1.8061983946579265e-10,0,0,watch
2021 JZ,2021,5,125,-1785.5256851665627,4231763.31832044,2.3646377607441203e-05,10.8442063738818,25.78,6.059559088753661e-11,1.4593425739698528e-10,1,0,watch
2021 JD3,2021,5,125,-1785.509018499896,3424253.597264054,2.0500507885434345e-05,9.39056490064784,26.09,5.621994525996227e-11,7.130913062077594e-11,0,2,watch
2018 JP,2021,5,125,-1785.4805462776737,4358258.522000447,1.1214105060766337e-05,7.86239609085459,27.4,2.02304969627483e-11,8.182227345506459e-12,0,2,watch
2021 JC3,2021,5,125,-1785.2631851665628,1189195.986248074,2.2068083600414195e-05,18.1319014490699,25.93,3.3647634337799954e-10,3.3162587157157624e-10,0,2,watch
2021 JA1,2021,5,126,-1784.995129611007,1042237.664647617,2.5454502922765937e-05,21.0706848965637,25.62,5.146079713647654e-10,6.872567428244598e-10,0,2,watch
2021 JS1,2021,5,126,-1784.8222129443404,110581.75675256235,6.788356167066584e-06,22.7090107178256,28.49,1.3940532098732505e-09,1.514112466129391e-11,0,2,watch
2021 JB1,2021,5,126,-1784.7548518332294,1137843.5856372328,1.2524621799119891e-05,12.0487359954691,27.16,1.3262443397804995e-10,2.6769772571676088e-11,0,2,watch
2025 JX1,2021,5,126,-1784.7187407221184,4885379.545257745,3.1898085700184666e-05,5.82684337414061,25.13,3.8045181052577646e-11,1.0342568199972664e-10,0,2,watch
2021 JN1,2021,5,126,-1784.5673518332294,6499392.650735514,3.764996878971532e-05,16.2211967417583,24.77,9.396686488697029e-11,1.3180366543654441e-09,0,2,monitor
2021 JE,2021,5,126,-1784.504157388785,6778333.7550305,2.3646377607441203e-05,8.20505673018703,25.78,2.862353444730995e-11,8.354584979540108e-11,0,4,monitor
2021 AE4,2021,5,126,-1784.4742962776738,7075628.459505726,0.00014851305112009545,9.06603340818979,21.79,1.9029041599804964e-10,2.5269481731067953e-08,0,3,monitor
2021 JD2,2021,5,127,-1784.0236018332293,3543209.4265202307,1.6895249925511025e-05,7.56016063131216,26.51,3.6049464755593625e-11,2.5871627567194617e-11,1,2,watch
2021 JE6,2021,5,127,-1783.865268499896,3611781.652818756,3.449567285759095e-05,15.667298565763,24.96,1.4963640049087015e-10,9.456924981945735e-10,1,2,watch
2021 HF1,2021,5,127,-1783.7534629443405,4764021.862542779,9.11516680486112e-06,2.8465272192228,27.85,5.446358385086086e-12,5.759600842819986e-13,1,2,watch
2021 JT4,2021,5,127,-1783.410407388785,1836607.8550419214,2.4421066179025817e-05,19.2529940397643,25.71,2.5600382808922565e-10,5.067085790290743e-10,0,3,watch
2021 JP1,2021,5,127,-1783.374296277674,3254836.948495763,2.1765298142283054e-05,16.2584779631135,25.96,1.0872145849593083e-10,2.558123327086847e-10,0,3,watch
2021 KB1,2021,5,127,-1783.2083240554516,5653612.3325768225,1.6284132239588287e-05,3.3787213443672,26.59,9.731750593397692e-12,4.626647958954949e-12,0,0,monitor
2021 JQ2,2021,5,128,-1782.6909629443405,67180.1803663837,3.3710455478352907e-06,8.66556833603291,30.01,4.3483100818323524e-10,2.699950533649889e-13,1,1,watch
