asteroid_id,wavelength_nm,reflectance,class_label
158_Koronis,450.0,0.839,S
158_Koronis,500.0,0.922,S
158_Koronis,550.0,1.0,S
158_Koronis,600.0,1.063,S
158_Koronis,650.0,1.123,S
158_Koronis,700.0,1.173,S
158_Koronis,750.0,1.193,S
158_Koronis,800.0,1.162,S
158_Koronis,850.0,1.11,S
158_Koronis,900.0,1.079,S
158_Koronis,950.0,1.086,S
158_Koronis,1000.0,1.118,S
158_Koronis,1050.0,1.15,S
158_Koronis,1100.0,1.19,S
158_Koronis,1150.0,1.236,S
158_Koronis,1200.0,1.271,S
158_Koronis,1250.0,1.296,S
158_Koronis,1300.0,1.322,S
158_Koronis,1350.0,1.352,S
158_Koronis,1400.0,1.376,S
158_Koronis,1450.0,1.396,S
158_Koronis,1500.0,1.408,S
158_Koronis,1550.0,1.412,S
158_Koronis,1600.0,1.405,S
158_Koronis,1650.0,1.392,S
158_Koronis,1700.0,1.374,S
158_Koronis,1750.0,1.358,S
158_Koronis,1800.0,1.345,S
158_Koronis,1850.0,1.338,S
158_Koronis,1900.0,1.333,S
158_Koronis,1950.0,1.331,S
158_Koronis,2000.0,1.333,S
158_Koronis,2050.0,1.341,S
158_Koronis,2100.0,1.353,S
158_Koronis,2150.0,1.365,S
158_Koronis,2200.0,1.373,S
158_Koronis,2250.0,1.38,S
158_Koronis,2300.0,1.385,S
158_Koronis,2350.0,1.39,S
158_Koronis,2400.0,1.396,S
158_Koronis,2450.0,1.4,S
170_Maria,450.0,0.839,S
170_Maria,500.0,0.922,S
170_Maria,550.0,1.0,S
170_Maria,600.0,1.063,S
170_Maria,650.0,1.123,S
170_Maria,700.0,1.173,S
170_Maria,750.0,1.193,S
170_Maria,800.0,1.162,S
170_Maria,850.0,1.11,S
170_Maria,900.0,1.079,S
170_Maria,950.0,1.086,S
170_Maria,1000.0,1.118,S
170_Maria,1050.0,1.15,S
170_Maria,1100.0,1.19,S
170_Maria,1150.0,1.236,S
170_Maria,1200.0,1.271,S
170_Maria,1250.0,1.296,S
170_Maria,1300.0,1.322,S
170_Maria,1350.0,1.352,S
170_Maria,1400.0,1.376,S
170_Maria,1450.0,1.396,S
170_Maria,1500.0,1.408,S
170_Maria,1550.0,1.412,S
170_Maria,1600.0,1.405,S
170_Maria,1650.0,1.392,S
170_Maria,1700.0,1.374,S
170_Maria,1750.0,1.358,S
170_Maria,1800.0,1.345,S
170_Maria,1850.0,1.338,S
170_Maria,1900.0,1.333,S
170_Maria,1950.0,1.331,S
170_Maria,2000.0,1.333,S
170_Maria,2050.0,1.341,S
170_Maria,2100.0,1.353,S
170_Maria,2150.0,1.365,S
170_Maria,2200.0,1.373,S
170_Maria,2250.0,1.38,S
170_Maria,2300.0,1.385,S
170_Maria,2350.0,1.39,S
170_Maria,2400.0,1.396,S
170_Maria,2450.0,1.4,S
175_Andromache,450.0,0.901,Cg
175_Andromache,500.0,0.957,Cg
175_Andromache,550.0,1.0,Cg
175_Andromache,600.0,1.025,Cg
175_Andromache,650.0,1.034,Cg
175_Andromache,700.0,1.032,Cg
175_Andromache,750.0,1.026,Cg
175_Andromache,800.0,1.019,Cg
175_Andromache,850.0,1.013,Cg
175_Andromache,900.0,1.009,Cg
175_Andromache,950.0,1.007,Cg
175_Andromache,1000.0,1.009,Cg
175_Andromache,1050.0,1.014,Cg
175_Andromache,1100.0,1.018,Cg
175_Andromache,1150.0,1.023,Cg
175_Andromache,1200.0,1.032,Cg
175_Andromache,1250.0,1.038,Cg
175_Andromache,1300.0,1.045,Cg
175_Andromache,1350.0,1.052,Cg
175_Andromache,1400.0,1.062,Cg
175_Andromache,1450.0,1.072,Cg
175_Andromache,1500.0,1.08,Cg
175_Andromache,1550.0,1.089,Cg
175_Andromache,1600.0,1.099,Cg
175_Andromache,1650.0,1.105,Cg
175_Andromache,1700.0,1.11,Cg
175_Andromache,1750.0,1.116,Cg
175_Andromache,1800.0,1.122,Cg
175_Andromache,1850.0,1.127,Cg
175_Andromache,1900.0,1.134,Cg
175_Andromache,1950.0,1.141,Cg
175_Andromache,2000.0,1.146,Cg
175_Andromache,2050.0,1.153,Cg
175_Andromache,2100.0,1.161,Cg
175_Andromache,2150.0,1.168,Cg
175_Andromache,2200.0,1.173,Cg
175_Andromache,2250.0,1.176,Cg
175_Andromache,2300.0,1.178,Cg
175_Andromache,2350.0,1.182,Cg
175_Andromache,2400.0,1.187,Cg
175_Andromache,2450.0,1.192,Cg
180_Garumna,450.0,0.811,Sr
180_Garumna,500.0,0.908,Sr
180_Garumna,550.0,1.0,Sr
180_Garumna,600.0,1.077,Sr
180_Garumna,650.0,1.15,Sr
180_Garumna,700.0,1.212,Sr
180_Garumna,750.0,1.204,Sr
180_Garumna,800.0,1.06,Sr
180_Garumna,850.0,0.878,Sr
180_Garumna,900.0,0.764,Sr
180_Garumna,950.0,0.771,Sr
180_Garumna,1000.0,0.911,Sr
180_Garumna,1050.0,1.117,Sr
180_Garumna,1100.0,1.287,Sr
180_Garumna,1150.0,1.392,Sr
180_Garumna,1200.0,1.455,Sr
180_Garumna,1250.0,1.509,Sr
180_Garumna,1300.0,1.561,Sr
180_Garumna,1350.0,1.595,Sr
180_Garumna,1400.0,1.601,Sr
180_Garumna,1450.0,1.582,Sr
180_Garumna,1500.0,1.531,Sr
180_Garumna,1550.0,1.456,Sr
180_Garumna,1600.0,1.365,Sr
180_Garumna,1650.0,1.274,Sr
180_Garumna,1700.0,1.188,Sr
180_Garumna,1750.0,1.116,Sr
180_Garumna,1800.0,1.058,Sr
180_Garumna,1850.0,1.018,Sr
180_Garumna,1900.0,0.994,Sr
180_Garumna,1950.0,0.986,Sr
180_Garumna,2000.0,0.997,Sr
180_Garumna,2050.0,1.029,Sr
180_Garumna,2100.0,1.078,Sr
180_Garumna,2150.0,1.142,Sr
180_Garumna,2200.0,1.212,Sr
180_Garumna,2250.0,1.282,Sr
180_Garumna,2300.0,1.348,Sr
180_Garumna,2350.0,1.412,Sr
180_Garumna,2400.0,1.474,Sr
180_Garumna,2450.0,1.527,Sr
188_Menippe,450.0,0.839,S
188_Menippe,500.0,0.922,S
188_Menippe,550.0,1.0,S
188_Menippe,600.0,1.063,S
188_Menippe,650.0,1.123,S
188_Menippe,700.0,1.173,S
188_Menippe,750.0,1.193,S
188_Menippe,800.0,1.162,S
188_Menippe,850.0,1.11,S
188_Menippe,900.0,1.079,S
188_Menippe,950.0,1.086,S
188_Menippe,1000.0,1.118,S
188_Menippe,1050.0,1.15,S
188_Menippe,1100.0,1.19,S
188_Menippe,1150.0,1.236,S
188_Menippe,1200.0,1.271,S
188_Menippe,1250.0,1.296,S
188_Menippe,1300.0,1.322,S
188_Menippe,1350.0,1.352,S
188_Menippe,1400.0,1.376,S
188_Menippe,1450.0,1.396,S
188_Menippe,1500.0,1.408,S
188_Menippe,1550.0,1.412,S
188_Menippe,1600.0,1.405,S
188_Menippe,1650.0,1.392,S
188_Menippe,1700.0,1.374,S
188_Menippe,1750.0,1.358,S
188_Menippe,1800.0,1.345,S
188_Menippe,1850.0,1.338,S
188_Menippe,1900.0,1.333,S
188_Menippe,1950.0,1.331,S
188_Menippe,2000.0,1.333,S
188_Menippe,2050.0,1.341,S
188_Menippe,2100.0,1.353,S
188_Menippe,2150.0,1.365,S
188_Menippe,2200.0,1.373,S
188_Menippe,2250.0,1.38,S
188_Menippe,2300.0,1.385,S
188_Menippe,2350.0,1.39,S
188_Menippe,2400.0,1.396,S
188_Menippe,2450.0,1.4,S
191_Kolga,450.0,1.009,Cb
191_Kolga,500.0,1.004,Cb
191_Kolga,550.0,1.0,Cb
191_Kolga,600.0,0.998,Cb
191_Kolga,650.0,1.002,Cb
191_Kolga,700.0,1.007,Cb
191_Kolga,750.0,1.016,Cb
191_Kolga,800.0,1.02,Cb
191_Kolga,850.0,1.022,Cb
191_Kolga,900.0,1.024,Cb
191_Kolga,950.0,1.028,Cb
191_Kolga,1000.0,1.031,Cb
191_Kolga,1050.0,1.035,Cb
191_Kolga,1100.0,1.042,Cb
191_Kolga,1150.0,1.051,Cb
191_Kolga,1200.0,1.06,Cb
191_Kolga,1250.0,1.067,Cb
191_Kolga,1300.0,1.075,Cb
191_Kolga,1350.0,1.083,Cb
191_Kolga,1400.0,1.091,Cb
191_Kolga,1450.0,1.1,Cb
191_Kolga,1500.0,1.108,Cb
191_Kolga,1550.0,1.116,Cb
191_Kolga,1600.0,1.125,Cb
191_Kolga,1650.0,1.133,Cb
191_Kolga,1700.0,1.141,Cb
191_Kolga,1750.0,1.15,Cb
191_Kolga,1800.0,1.16,Cb
191_Kolga,1850.0,1.17,Cb
191_Kolga,1900.0,1.179,Cb
191_Kolga,1950.0,1.188,Cb
191_Kolga,2000.0,1.197,Cb
191_Kolga,2050.0,1.206,Cb
191_Kolga,2100.0,1.216,Cb
191_Kolga,2150.0,1.227,Cb
191_Kolga,2200.0,1.236,Cb
191_Kolga,2250.0,1.246,Cb
191_Kolga,2300.0,1.255,Cb
191_Kolga,2350.0,1.264,Cb
191_Kolga,2400.0,1.273,Cb
191_Kolga,2450.0,1.282,Cb
192_Nausikaa,450.0,0.937,Sw
192_Nausikaa,500.0,0.973,Sw
192_Nausikaa,550.0,1.0,Sw
192_Nausikaa,600.0,1.02,Sw
192_Nausikaa,650.0,1.039,Sw
192_Nausikaa,700.0,1.058,Sw
192_Nausikaa,750.0,1.072,Sw
192_Nausikaa,800.0,1.081,Sw
192_Nausikaa,850.0,1.087,Sw
192_Nausikaa,900.0,1.094,Sw
192_Nausikaa,950.0,1.1,Sw
192_Nausikaa,1000.0,1.107,Sw
192_Nausikaa,1050.0,1.113,Sw
192_Nausikaa,1100.0,1.119,Sw
192_Nausikaa,1150.0,1.127,Sw
192_Nausikaa,1200.0,1.135,Sw
192_Nausikaa,1250.0,1.139,Sw
192_Nausikaa,1300.0,1.144,Sw
192_Nausikaa,1350.0,1.151,Sw
192_Nausikaa,1400.0,1.157,Sw
192_Nausikaa,1450.0,1.161,Sw
192_Nausikaa,1500.0,1.162,Sw
192_Nausikaa,1550.0,1.166,Sw
192_Nausikaa,1600.0,1.17,Sw
192_Nausikaa,1650.0,1.176,Sw
192_Nausikaa,1700.0,1.179,Sw
192_Nausikaa,1750.0,1.185,Sw
192_Nausikaa,1800.0,1.189,Sw
192_Nausikaa,1850.0,1.192,Sw
192_Nausikaa,1900.0,1.196,Sw
192_Nausikaa,1950.0,1.2,Sw
192_Nausikaa,2000.0,1.202,Sw
192_Nausikaa,2050.0,1.205,Sw
192_Nausikaa,2100.0,1.207,Sw
192_Nausikaa,2150.0,1.209,Sw
192_Nausikaa,2200.0,1.21,Sw
192_Nausikaa,2250.0,1.211,Sw
192_Nausikaa,2300.0,1.211,Sw
192_Nausikaa,2350.0,1.211,Sw
192_Nausikaa,2400.0,1.209,Sw
192_Nausikaa,2450.0,1.207,Sw
199_Byblis,450.0,0.904,D
199_Byblis,500.0,0.953,D
199_Byblis,550.0,1.0,D
199_Byblis,600.0,1.042,D
199_Byblis,650.0,1.086,D
199_Byblis,700.0,1.129,D
199_Byblis,750.0,1.169,D
199_Byblis,800.0,1.197,D
199_Byblis,850.0,1.234,D
199_Byblis,900.0,1.279,D
199_Byblis,950.0,1.327,D
199_Byblis,1000.0,1.376,D
199_Byblis,1050.0,1.42,D
199_Byblis,1100.0,1.463,D
199_Byblis,1150.0,1.504,D
199_Byblis,1200.0,1.544,D
199_Byblis,1250.0,1.579,D
199_Byblis,1300.0,1.611,D
199_Byblis,1350.0,1.644,D
199_Byblis,1400.0,1.675,D
199_Byblis,1450.0,1.707,D
199_Byblis,1500.0,1.734,D
199_Byblis,1550.0,1.762,D
199_Byblis,1600.0,1.789,D
199_Byblis,1650.0,1.816,D
199_Byblis,1700.0,1.838,D
199_Byblis,1750.0,1.861,D
199_Byblis,1800.0,1.883,D
199_Byblis,1850.0,1.907,D
199_Byblis,1900.0,1.929,D
199_Byblis,1950.0,1.95,D
199_Byblis,2000.0,1.968,D
199_Byblis,2050.0,1.987,D
199_Byblis,2100.0,2.007,D
199_Byblis,2150.0,2.027,D
199_Byblis,2200.0,2.044,D
199_Byblis,2250.0,2.062,D
199_Byblis,2300.0,2.078,D
199_Byblis,2350.0,2.093,D
199_Byblis,2400.0,2.109,D
199_Byblis,2450.0,2.122,D
205_Martha,450.0,0.961,Ch
205_Martha,500.0,0.987,Ch
205_Martha,550.0,1.0,Ch
205_Martha,600.0,0.993,Ch
205_Martha,650.0,0.982,Ch
205_Martha,700.0,0.976,Ch
205_Martha,750.0,0.979,Ch
205_Martha,800.0,0.988,Ch
205_Martha,850.0,0.992,Ch
205_Martha,900.0,0.993,Ch
205_Martha,950.0,0.998,Ch
205_Martha,1000.0,1.007,Ch
205_Martha,1050.0,1.013,Ch
205_Martha,1100.0,1.02,Ch
205_Martha,1150.0,1.027,Ch
205_Martha,1200.0,1.036,Ch
205_Martha,1250.0,1.043,Ch
205_Martha,1300.0,1.051,Ch
205_Martha,1350.0,1.059,Ch
205_Martha,1400.0,1.065,Ch
205_Martha,1450.0,1.071,Ch
205_Martha,1500.0,1.073,Ch
205_Martha,1550.0,1.078,Ch
205_Martha,1600.0,1.08,Ch
205_Martha,1650.0,1.083,Ch
205_Martha,1700.0,1.084,Ch
205_Martha,1750.0,1.087,Ch
205_Martha,1800.0,1.089,Ch
205_Martha,1850.0,1.091,Ch
205_Martha,1900.0,1.094,Ch
205_Martha,1950.0,1.096,Ch
205_Martha,2000.0,1.097,Ch
205_Martha,2050.0,1.099,Ch
205_Martha,2100.0,1.102,Ch
205_Martha,2150.0,1.105,Ch
205_Martha,2200.0,1.106,Ch
205_Martha,2250.0,1.107,Ch
205_Martha,2300.0,1.106,Ch
205_Martha,2350.0,1.106,Ch
205_Martha,2400.0,1.108,Ch
205_Martha,2450.0,1.108,Ch
210_Isabella,450.0,1.009,Cb
210_Isabella,500.0,1.004,Cb
210_Isabella,550.0,1.0,Cb
210_Isabella,600.0,0.998,Cb
210_Isabella,650.0,1.002,Cb
210_Isabella,700.0,1.007,Cb
210_Isabella,750.0,1.016,Cb
210_Isabella,800.0,1.02,Cb
210_Isabella,850.0,1.022,Cb
210_Isabella,900.0,1.024,Cb
210_Isabella,950.0,1.028,Cb
210_Isabella,1000.0,1.031,Cb
210_Isabella,1050.0,1.035,Cb
210_Isabella,1100.0,1.042,Cb
210_Isabella,1150.0,1.051,Cb
210_Isabella,1200.0,1.06,Cb
210_Isabella,1250.0,1.067,Cb
210_Isabella,1300.0,1.075,Cb
210_Isabella,1350.0,1.083,Cb
210_Isabella,1400.0,1.091,Cb
210_Isabella,1450.0,1.1,Cb
210_Isabella,1500.0,1.108,Cb
210_Isabella,1550.0,1.116,Cb
210_Isabella,1600.0,1.125,Cb
210_Isabella,1650.0,1.133,Cb
210_Isabella,1700.0,1.141,Cb
210_Isabella,1750.0,1.15,Cb
210_Isabella,1800.0,1.16,Cb
210_Isabella,1850.0,1.17,Cb
210_Isabella,1900.0,1.179,Cb
210_Isabella,1950.0,1.188,Cb
210_Isabella,2000.0,1.197,Cb
210_Isabella,2050.0,1.206,Cb
210_Isabella,2100.0,1.216,Cb
210_Isabella,2150.0,1.227,Cb
210_Isabella,2200.0,1.236,Cb
210_Isabella,2250.0,1.246,Cb
210_Isabella,2300.0,1.255,Cb
210_Isabella,2350.0,1.264,Cb
210_Isabella,2400.0,1.273,Cb
210_Isabella,2450.0,1.282,Cb
214_Aschera,450.0,0.906,Cgh
214_Aschera,500.0,0.961,Cgh
214_Aschera,550.0,1.0,Cgh
214_Aschera,600.0,1.01,Cgh
214_Aschera,650.0,1.005,Cgh
214_Aschera,700.0,0.998,Cgh
214_Aschera,750.0,0.999,Cgh
214_Aschera,800.0,1.01,Cgh
214_Aschera,850.0,1.018,Cgh
214_Aschera,900.0,1.023,Cgh
214_Aschera,950.0,1.033,Cgh
214_Aschera,1000.0,1.047,Cgh
214_Aschera,1050.0,1.057,Cgh
214_Aschera,1100.0,1.064,Cgh
214_Aschera,1150.0,1.074,Cgh
214_Aschera,1200.0,1.087,Cgh
214_Aschera,1250.0,1.1,Cgh
214_Aschera,1300.0,1.113,Cgh
214_Aschera,1350.0,1.125,Cgh
214_Aschera,1400.0,1.132,Cgh
214_Aschera,1450.0,1.138,Cgh
214_Aschera,1500.0,1.141,Cgh
214_Aschera,1550.0,1.146,Cgh
214_Aschera,1600.0,1.149,Cgh
214_Aschera,1650.0,1.153,Cgh
214_Aschera,1700.0,1.154,Cgh
214_Aschera,1750.0,1.158,Cgh
214_Aschera,1800.0,1.16,Cgh
214_Aschera,1850.0,1.161,Cgh
214_Aschera,1900.0,1.163,Cgh
214_Aschera,1950.0,1.165,Cgh
214_Aschera,2000.0,1.167,Cgh
214_Aschera,2050.0,1.169,Cgh
214_Aschera,2100.0,1.17,Cgh
214_Aschera,2150.0,1.17,Cgh
214_Aschera,2200.0,1.169,Cgh
214_Aschera,2250.0,1.165,Cgh
214_Aschera,2300.0,1.16,Cgh
214_Aschera,2350.0,1.157,Cgh
214_Aschera,2400.0,1.156,Cgh
214_Aschera,2450.0,1.153,Cgh
221_Eos,450.0,0.883,K
221_Eos,500.0,0.944,K
221_Eos,550.0,1.0,K
221_Eos,600.0,1.044,K
221_Eos,650.0,1.085,K
221_Eos,700.0,1.118,K
221_Eos,750.0,1.132,K
221_Eos,800.0,1.114,K
221_Eos,850.0,1.088,K
221_Eos,900.0,1.077,K
221_Eos,950.0,1.068,K
221_Eos,1000.0,1.057,K
221_Eos,1050.0,1.053,K
221_Eos,1100.0,1.068,K
221_Eos,1150.0,1.093,K
221_Eos,1200.0,1.112,K
221_Eos,1250.0,1.126,K
221_Eos,1300.0,1.139,K
221_Eos,1350.0,1.156,K
221_Eos,1400.0,1.171,K
221_Eos,1450.0,1.186,K
221_Eos,1500.0,1.197,K
221_Eos,1550.0,1.207,K
221_Eos,1600.0,1.213,K
221_Eos,1650.0,1.215,K
221_Eos,1700.0,1.215,K
221_Eos,1750.0,1.217,K
221_Eos,1800.0,1.214,K
221_Eos,1850.0,1.215,K
221_Eos,1900.0,1.215,K
221_Eos,1950.0,1.216,K
221_Eos,2000.0,1.216,K
221_Eos,2050.0,1.218,K
221_Eos,2100.0,1.221,K
221_Eos,2150.0,1.223,K
221_Eos,2200.0,1.224,K
221_Eos,2250.0,1.226,K
221_Eos,2300.0,1.228,K
221_Eos,2350.0,1.229,K
221_Eos,2400.0,1.232,K
221_Eos,2450.0,1.233,K
226_Weringia,450.0,0.839,S
226_Weringia,500.0,0.922,S
226_Weringia,550.0,1.0,S
226_Weringia,600.0,1.063,S
226_Weringia,650.0,1.123,S
226_Weringia,700.0,1.173,S
226_Weringia,750.0,1.193,S
226_Weringia,800.0,1.162,S
226_Weringia,850.0,1.11,S
226_Weringia,900.0,1.079,S
226_Weringia,950.0,1.086,S
226_Weringia,1000.0,1.118,S
226_Weringia,1050.0,1.15,S
226_Weringia,1100.0,1.19,S
226_Weringia,1150.0,1.236,S
226_Weringia,1200.0,1.271,S
226_Weringia,1250.0,1.296,S
226_Weringia,1300.0,1.322,S
226_Weringia,1350.0,1.352,S
226_Weringia,1400.0,1.376,S
226_Weringia,1450.0,1.396,S
226_Weringia,1500.0,1.408,S
226_Weringia,1550.0,1.412,S
226_Weringia,1600.0,1.405,S
226_Weringia,1650.0,1.392,S
226_Weringia,1700.0,1.374,S
226_Weringia,1750.0,1.358,S
226_Weringia,1800.0,1.345,S
226_Weringia,1850.0,1.338,S
226_Weringia,1900.0,1.333,S
226_Weringia,1950.0,1.331,S
226_Weringia,2000.0,1.333,S
226_Weringia,2050.0,1.341,S
226_Weringia,2100.0,1.353,S
226_Weringia,2150.0,1.365,S
226_Weringia,2200.0,1.373,S
226_Weringia,2250.0,1.38,S
226_Weringia,2300.0,1.385,S
226_Weringia,2350.0,1.39,S
226_Weringia,2400.0,1.396,S
226_Weringia,2450.0,1.4,S
234_Barbara,450.0,0.845,L
234_Barbara,500.0,0.926,L
234_Barbara,550.0,1.0,L
234_Barbara,600.0,1.067,L
234_Barbara,650.0,1.13,L
234_Barbara,700.0,1.179,L
234_Barbara,750.0,1.204,L
234_Barbara,800.0,1.199,L
234_Barbara,850.0,1.195,L
234_Barbara,900.0,1.204,L
234_Barbara,950.0,1.214,L
234_Barbara,1000.0,1.22,L
234_Barbara,1050.0,1.226,L
234_Barbara,1100.0,1.239,L
234_Barbara,1150.0,1.258,L
234_Barbara,1200.0,1.276,L
234_Barbara,1250.0,1.289,L
234_Barbara,1300.0,1.299,L
234_Barbara,1350.0,1.309,L
234_Barbara,1400.0,1.318,L
234_Barbara,1450.0,1.323,L
234_Barbara,1500.0,1.325,L
234_Barbara,1550.0,1.327,L
234_Barbara,1600.0,1.325,L
234_Barbara,1650.0,1.322,L
234_Barbara,1700.0,1.316,L
234_Barbara,1750.0,1.312,L
234_Barbara,1800.0,1.303,L
234_Barbara,1850.0,1.3,L
234_Barbara,1900.0,1.295,L
234_Barbara,1950.0,1.291,L
234_Barbara,2000.0,1.286,L
234_Barbara,2050.0,1.285,L
234_Barbara,2100.0,1.284,L
234_Barbara,2150.0,1.282,L
234_Barbara,2200.0,1.281,L
234_Barbara,2250.0,1.28,L
234_Barbara,2300.0,1.28,L
234_Barbara,2350.0,1.28,L
234_Barbara,2400.0,1.28,L
234_Barbara,2450.0,1.281,L
236_Honoria,450.0,0.845,L
236_Honoria,500.0,0.926,L
236_Honoria,550.0,1.0,L
236_Honoria,600.0,1.067,L
236_Honoria,650.0,1.13,L
236_Honoria,700.0,1.179,L
236_Honoria,750.0,1.204,L
236_Honoria,800.0,1.199,L
236_Honoria,850.0,1.195,L
236_Honoria,900.0,1.204,L
236_Honoria,950.0,1.214,L
236_Honoria,1000.0,1.22,L
236_Honoria,1050.0,1.226,L
236_Honoria,1100.0,1.239,L
236_Honoria,1150.0,1.258,L
236_Honoria,1200.0,1.276,L
236_Honoria,1250.0,1.289,L
236_Honoria,1300.0,1.299,L
236_Honoria,1350.0,1.309,L
236_Honoria,1400.0,1.318,L
236_Honoria,1450.0,1.323,L
236_Honoria,1500.0,1.325,L
236_Honoria,1550.0,1.327,L
236_Honoria,1600.0,1.325,L
236_Honoria,1650.0,1.322,L
236_Honoria,1700.0,1.316,L
236_Honoria,1750.0,1.312,L
236_Honoria,1800.0,1.303,L
236_Honoria,1850.0,1.3,L
236_Honoria,1900.0,1.295,L
236_Honoria,1950.0,1.291,L
236_Honoria,2000.0,1.286,L
236_Honoria,2050.0,1.285,L
236_Honoria,2100.0,1.284,L
236_Honoria,2150.0,1.282,L
236_Honoria,2200.0,1.281,L
236_Honoria,2250.0,1.28,L
236_Honoria,2300.0,1.28,L
236_Honoria,2350.0,1.28,L
236_Honoria,2400.0,1.28,L
236_Honoria,2450.0,1.281,L
237_Coelestina,450.0,0.811,Sr
237_Coelestina,500.0,0.908,Sr
237_Coelestina,550.0,1.0,Sr
237_Coelestina,600.0,1.077,Sr
237_Coelestina,650.0,1.15,Sr
237_Coelestina,700.0,1.212,Sr
237_Coelestina,750.0,1.204,Sr
237_Coelestina,800.0,1.06,Sr
237_Coelestina,850.0,0.878,Sr
237_Coelestina,900.0,0.764,Sr
237_Coelestina,950.0,0.771,Sr
237_Coelestina,1000.0,0.911,Sr
237_Coelestina,1050.0,1.117,Sr
237_Coelestina,1100.0,1.287,Sr
237_Coelestina,1150.0,1.392,Sr
237_Coelestina,1200.0,1.455,Sr
237_Coelestina,1250.0,1.509,Sr
237_Coelestina,1300.0,1.561,Sr
237_Coelestina,1350.0,1.595,Sr
237_Coelestina,1400.0,1.601,Sr
237_Coelestina,1450.0,1.582,Sr
237_Coelestina,1500.0,1.531,Sr
237_Coelestina,1550.0,1.456,Sr
237_Coelestina,1600.0,1.365,Sr
237_Coelestina,1650.0,1.274,Sr
237_Coelestina,1700.0,1.188,Sr
237_Coelestina,1750.0,1.116,Sr
237_Coelestina,1800.0,1.058,Sr
237_Coelestina,1850.0,1.018,Sr
237_Coelestina,1900.0,0.994,Sr
237_Coelestina,1950.0,0.986,Sr
237_Coelestina,2000.0,0.997,Sr
237_Coelestina,2050.0,1.029,Sr
237_Coelestina,2100.0,1.078,Sr
237_Coelestina,2150.0,1.142,Sr
237_Coelestina,2200.0,1.212,Sr
237_Coelestina,2250.0,1.282,Sr
237_Coelestina,2300.0,1.348,Sr
237_Coelestina,2350.0,1.412,Sr
237_Coelestina,2400.0,1.474,Sr
237_Coelestina,2450.0,1.527,Sr
243_Ida,450.0,0.937,Sw
243_Ida,500.0,0.973,Sw
243_Ida,550.0,1.0,Sw
243_Ida,600.0,1.02,Sw
243_Ida,650.0,1.039,Sw
243_Ida,700.0,1.058,Sw
243_Ida,750.0,1.072,Sw
243_Ida,800.0,1.081,Sw
243_Ida,850.0,1.087,Sw
243_Ida,900.0,1.094,Sw
243_Ida,950.0,1.1,Sw
243_Ida,1000.0,1.107,Sw
243_Ida,1050.0,1.113,Sw
243_Ida,1100.0,1.119,Sw
243_Ida,1150.0,1.127,Sw
243_Ida,1200.0,1.135,Sw
243_Ida,1250.0,1.139,Sw
243_Ida,1300.0,1.144,Sw
243_Ida,1350.0,1.151,Sw
243_Ida,1400.0,1.157,Sw
243_Ida,1450.0,1.161,Sw
243_Ida,1500.0,1.162,Sw
243_Ida,1550.0,1.166,Sw
243_Ida,1600.0,1.17,Sw
243_Ida,1650.0,1.176,Sw
243_Ida,1700.0,1.179,Sw
243_Ida,1750.0,1.185,Sw
243_Ida,1800.0,1.189,Sw
243_Ida,1850.0,1.192,Sw
243_Ida,1900.0,1.196,Sw
243_Ida,1950.0,1.2,Sw
243_Ida,2000.0,1.202,Sw
243_Ida,2050.0,1.205,Sw
243_Ida,2100.0,1.207,Sw
243_Ida,2150.0,1.209,Sw
243_Ida,2200.0,1.21,Sw
243_Ida,2250.0,1.211,Sw
243_Ida,2300.0,1.211,Sw
243_Ida,2350.0,1.211,Sw
243_Ida,2400.0,1.209,Sw
243_Ida,2450.0,1.207,Sw
244_Sita,450.0,0.937,Sw
244_Sita,500.0,0.973,Sw
244_Sita,550.0,1.0,Sw
244_Sita,600.0,1.02,Sw
244_Sita,650.0,1.039,Sw
244_Sita,700.0,1.058,Sw
244_Sita,750.0,1.072,Sw
244_Sita,800.0,1.081,Sw
244_Sita,850.0,1.087,Sw
244_Sita,900.0,1.094,Sw
244_Sita,950.0,1.1,Sw
244_Sita,1000.0,1.107,Sw
244_Sita,1050.0,1.113,Sw
244_Sita,1100.0,1.119,Sw
244_Sita,1150.0,1.127,Sw
244_Sita,1200.0,1.135,Sw
244_Sita,1250.0,1.139,Sw
244_Sita,1300.0,1.144,Sw
244_Sita,1350.0,1.151,Sw
244_Sita,1400.0,1.157,Sw
244_Sita,1450.0,1.161,Sw
244_Sita,1500.0,1.162,Sw
244_Sita,1550.0,1.166,Sw
244_Sita,1600.0,1.17,Sw
244_Sita,1650.0,1.176,Sw
244_Sita,1700.0,1.179,Sw
244_Sita,1750.0,1.185,Sw
244_Sita,1800.0,1.189,Sw
244_Sita,1850.0,1.192,Sw
244_Sita,1900.0,1.196,Sw
244_Sita,1950.0,1.2,Sw
244_Sita,2000.0,1.202,Sw
244_Sita,2050.0,1.205,Sw
244_Sita,2100.0,1.207,Sw
244_Sita,2150.0,1.209,Sw
244_Sita,2200.0,1.21,Sw
244_Sita,2250.0,1.211,Sw
244_Sita,2300.0,1.211,Sw
244_Sita,2350.0,1.211,Sw
244_Sita,2400.0,1.209,Sw
244_Sita,2450.0,1.207,Sw
246_Asporina,450.0,0.741,A
246_Asporina,500.0,0.87,A
246_Asporina,550.0,1.0,A
246_Asporina,600.0,1.105,A
246_Asporina,650.0,1.206,A
246_Asporina,700.0,1.291,A
